inventory_id,product_id,warehouse_id,stock,reorder_level,last_restock_date
6239,PROD16911,WH031,22.0,37,2024-08-07
6240,PROD12462,WH029,485.0,83,2023-08-28
6241,PROD02339,WH007,415.0,54,2025-07-14
6242,PROD05570,WH044,22.0,60,2023-08-09
6243,PROD02138,WH003,144.0,56,2023-11-06
6244,PROD13477,WH049,46.0,35,2025-02-15
6245,PROD03315,WH040,287.0,35,2025-01-27
6246,PROD04313,WH010,178.0,100,2023-12-19
6247,PROD10214,WH035,145.0,56,2023-11-08
6248,PROD08389,WH017,80.0,41,2025-05-07
6249,PROD05132,WH013,63.0,83,2025-06-16
6250,PROD12639,WH014,161.0,72,2024-02-18
6251,PROD03845,WH018,496.0,72,2022-07-30
6252,PROD16082,WH040,71.0,59,2025-01-14
6253,PROD08738,WH006,229.0,21,2023-08-30
6254,PROD18843,WH040,78.0,73,2024-04-11
6255,PROD19156,WH044,100.0,65,2022-05-09
6256,PROD04620,WH049,186.0,23,2022-05-26
6257,PROD14658,WH034,348.0,20,2022-05-19
6258,PROD15195,WH009,347.0,31,2024-05-16
6259,PROD01231,WH015,48.0,60,2024-05-16
6260,PROD08863,WH046,269.0,76,2025-03-17
6261,PROD09139,WH016,66.0,42,2023-06-08
6262,PROD10541,WH020,107.0,51,2025-04-24
6263,PROD19812,WH028,226.0,92,2023-06-28
6264,PROD19913,WH023,192.0,53,2024-01-19
6265,PROD05313,WH042,348.0,60,2025-11-23
6266,PROD15891,WH022,27.0,60,2024-07-31
6267,PROD04773,WH002,477.0,30,2025-08-09
6268,PROD05846,WH040,294.0,88,2024-03-25
6269,PROD08877,WH018,479.0,58,2024-04-08
6270,PROD13473,WH035,219.0,62,2024-03-06
6271,PROD01837,WH041,120.0,44,2023-10-23
6272,PROD09790,WH001,135.0,100,2025-10-05
6273,PROD13966,WH026,202.0,90,2022-01-15
6274,PROD02064,WH045,239.0,26,2023-01-16
6275,PROD12569,WH018,355.0,81,2024-08-28
6276,PROD14112,WH030,135.0,51,2022-01-13
6277,PROD09098,WH002,95.0,40,2022-02-22
6278,PROD08051,WH016,221.0,82,2023-05-11
6279,PROD00517,WH034,435.0,38,2025-11-14
6280,PROD05700,WH011,245.0,47,2025-10-29
6281,PROD19359,WH035,289.0,71,2023-08-16
6282,PROD07255,WH033,95.0,91,2022-10-01
6283,PROD12898,WH018,390.0,40,2024-03-19
6284,PROD10267,WH010,5000.0,95,2025-08-29
6285,PROD03832,WH007,84.0,76,2024-08-27
6286,PROD10766,WH014,477.0,40,2023-04-04
6287,PROD15433,WH046,333.0,38,2022-04-06
6288,PROD03685,WH018,351.0,43,2022-02-14
6289,PROD05320,WH042,128.0,20,2022-05-14
6290,PROD08544,WH014,96.0,49,2022-12-25
6291,PROD08549,WH005,150.0,37,2023-03-12
6292,PROD14143,WH001,337.0,29,2025-05-23
6293,PROD06942,WH037,76.0,97,2022-01-19
6294,PROD02786,WH046,419.0,61,2022-06-22
6295,PROD14602,WH040,137.0,63,2022-09-17
6296,PROD10492,WH014,468.0,76,2023-10-25
6297,PROD01785,WH002,353.0,97,2025-06-28
6298,PROD05514,WH034,282.0,48,2022-09-12
6299,PROD10027,WH032,366.0,70,2023-08-06
6300,PROD14481,WH035,344.0,39,2023-01-13
6301,PROD00902,WH040,371.0,39,2022-09-20
6302,PROD03540,WH038,239.0,79,2023-03-24
6303,PROD15757,WH020,212.0,84,2025-12-04
6304,PROD19490,WH017,205.0,58,2024-09-06
6305,PROD05439,WH015,226.0,20,2023-03-01
6306,PROD02191,WH016,26.0,50,2024-02-15
6307,PROD03975,WH046,314.0,60,2022-12-14
6308,PROD18913,WH043,155.0,37,2025-07-14
6309,PROD08210,WH050,372.0,24,2025-08-04
6310,PROD03784,WH043,362.0,58,2022-04-20
6311,PROD07162,WH001,138.0,22,2025-10-15
6312,PROD13958,WH012,400.0,66,2024-11-02
6313,PROD16753,WH031,5000.0,73,2022-10-10
6314,PROD16089,WH002,474.0,20,2024-05-30
6315,PROD01353,WH032,431.0,25,2023-05-17
6316,PROD11135,WH034,412.0,85,2025-09-18
6317,PROD18737,WH040,433.0,71,2023-06-22
6318,PROD08778,WH019,36.0,56,2025-03-20
6319,PROD16537,WH005,161.0,96,2024-09-21
6320,PROD12820,WH035,53.0,86,2023-03-22
6321,PROD06768,WH011,394.0,93,2025-10-23
6322,PROD14681,WH018,294.0,89,2025-12-21
6323,PROD08266,WH040,306.0,29,2023-06-12
6324,PROD07391,WH023,259.0,74,2022-03-12
6325,PROD19263,WH018,317.0,60,2023-10-05
6326,PROD05720,WH048,305.0,46,2022-10-20
6327,PROD14771,WH008,446.0,75,2023-08-31
6328,PROD00748,WH044,67.0,48,2025-04-24
6329,PROD03276,WH010,51.0,36,2022-07-26
6330,PROD15816,WH023,280.0,94,2025-12-12
6331,PROD17112,WH015,333.0,29,2025-09-14
6332,PROD13177,WH046,315.0,56,2025-02-25
6333,PROD00838,WH009,128.0,22,2022-01-09
6334,PROD02741,WH004,350.0,77,2024-06-13
6335,PROD07949,WH044,465.0,44,2025-04-26
6336,PROD13970,WH023,468.0,58,2024-10-16
6337,PROD14205,WH004,423.0,40,2023-11-30
6338,PROD12359,WH023,236.0,84,2025-11-26
6339,PROD16342,WH020,433.0,85,2024-10-23
6340,PROD02661,WH013,465.0,36,2023-02-24
6341,PROD02077,WH037,329.0,89,2025-08-22
6342,PROD06856,WH014,-10.0,89,2023-08-18
6343,PROD02236,WH010,267.0,26,2024-02-27
6344,PROD15931,WH019,102.0,52,2025-03-24
6345,PROD10115,WH017,156.0,79,2025-03-23
6346,PROD03344,WH030,497.0,54,2024-03-12
6347,PROD00211,WH021,347.0,61,2024-11-21
6348,PROD06233,WH045,227.0,99,2023-07-06
6349,PROD03677,WH008,,69,2023-01-30
6350,PROD05348,WH018,497.0,20,2025-06-25
6351,PROD08694,WH013,103.0,70,2022-09-02
6352,PROD11810,WH040,278.0,27,2025-03-21
6353,PROD11689,WH025,42.0,69,2024-03-31
6354,PROD02994,WH032,50.0,73,2023-10-23
6355,PROD01673,WH047,375.0,77,2025-11-02
6356,PROD01552,WH025,486.0,55,2023-11-08
6357,PROD01813,WH024,474.0,86,2024-03-27
6358,PROD05405,WH047,384.0,65,2024-10-07
6359,PROD05073,WH042,494.0,42,2023-06-06
6360,PROD00590,WH031,140.0,20,2022-01-15
6361,PROD01430,WH010,268.0,77,2023-11-23
6362,PROD11993,WH043,414.0,73,2024-12-23
6363,PROD17212,WH048,349.0,27,2024-01-02
6364,PROD04259,WH025,195.0,65,2023-06-07
6365,PROD06197,WH042,78.0,42,2023-06-10
6366,PROD03140,WH007,35.0,85,2025-04-20
6367,PROD13826,WH048,2.0,38,2023-02-18
6368,PROD15098,WH037,208.0,88,2024-05-22
6369,PROD03932,WH049,397.0,49,2023-10-14
6370,PROD03581,WH033,373.0,28,2024-07-15
6371,PROD15575,WH018,209.0,44,2022-04-04
6372,PROD12520,WH015,479.0,54,2022-11-12
6373,PROD06828,WH049,329.0,72,2022-05-05
6374,PROD15169,WH033,408.0,62,2022-04-10
6375,PROD06172,WH014,376.0,88,2023-04-03
6376,PROD06816,WH003,-10.0,55,2022-05-22
6377,PROD19463,WH005,342.0,94,2022-01-25
6378,PROD15375,WH008,221.0,28,2025-05-28
6379,PROD06654,WH003,248.0,93,2024-09-24
6380,PROD04282,WH040,139.0,63,2022-11-10
6381,PROD17485,WH005,56.0,46,2024-01-13
6382,PROD13515,WH014,138.0,87,2022-01-27
6383,PROD12021,WH047,468.0,25,2024-08-08
6384,PROD03337,WH046,385.0,68,2025-11-16
6385,PROD01449,WH028,260.0,21,2025-03-19
6386,PROD13139,WH001,327.0,48,2025-03-19
6387,PROD08841,WH045,9.0,63,2025-04-12
6388,PROD04532,WH033,71.0,75,2022-01-03
6389,PROD06847,WH023,315.0,52,2023-07-08
6390,PROD01079,WH036,446.0,25,2023-04-23
6391,PROD00427,WH046,466.0,87,2025-05-14
6392,PROD09793,WH046,266.0,55,2025-06-04
6393,PROD09620,WH026,97.0,59,2022-11-11
6394,PROD04756,WH009,49.0,92,2024-06-20
6395,PROD07109,WH012,146.0,88,2024-06-13
6396,PROD03093,WH016,312.0,66,2022-08-21
6397,PROD18995,WH020,262.0,74,2023-07-02
6398,PROD07191,WH019,81.0,45,2022-01-08
6399,PROD15170,WH037,386.0,36,2025-05-26
6400,PROD18222,WH043,328.0,86,2024-03-22
6401,PROD19738,WH015,480.0,55,2022-08-06
6402,PROD07315,WH025,81.0,51,2025-08-17
6403,PROD11643,WH031,497.0,74,2022-03-05
6404,PROD00941,WH019,280.0,68,2025-06-29
6405,PROD18404,WH031,235.0,73,2024-09-11
6406,PROD14957,WH037,107.0,32,2024-06-27
6407,PROD13644,WH011,1.0,69,2024-04-05
6408,PROD03585,WH040,302.0,47,2025-09-07
6409,PROD01120,WH016,47.0,87,2022-07-04
6410,PROD07659,WH030,256.0,39,2023-08-27
6411,PROD04064,WH010,421.0,66,2023-11-28
6412,PROD12474,WH028,212.0,99,2025-01-28
6413,PROD11024,WH040,11.0,73,2022-11-09
6414,PROD08994,WH044,235.0,38,2023-03-27
6415,PROD15125,WH027,230.0,99,2024-10-26
6416,PROD03301,WH006,77.0,41,2023-04-12
6417,PROD15034,WH045,423.0,93,2022-04-26
6418,PROD09164,WH023,416.0,74,2023-10-10
6419,PROD06930,WH015,365.0,89,2025-07-09
6420,PROD08106,WH014,343.0,90,2023-07-29
6421,PROD19247,WH038,297.0,61,2025-12-11
6422,PROD10558,WH020,321.0,76,2024-05-11
6423,PROD08800,WH047,160.0,45,2025-04-30
6424,PROD02491,WH020,419.0,89,2025-01-12
6425,PROD03526,WH040,231.0,46,2024-08-05
6426,PROD12840,WH020,180.0,94,2022-05-13
6427,PROD05488,WH001,308.0,27,2025-02-16
6428,PROD13227,WH028,189.0,85,2025-05-31
6429,PROD10515,WH031,207.0,90,2023-03-07
6430,PROD10752,WH007,281.0,85,2024-06-26
6431,PROD14971,WH035,268.0,22,2022-11-15
6432,PROD03354,WH045,245.0,71,2022-06-12
6433,PROD01772,WH018,303.0,71,2025-10-27
6434,PROD04771,WH004,58.0,100,2025-09-29
6435,PROD10758,WH006,323.0,62,2022-06-30
6436,PROD00686,WH015,279.0,32,2022-11-13
6437,PROD05656,WH036,404.0,89,2024-12-07
6438,PROD14478,WH039,335.0,32,2024-11-12
6439,PROD17796,WH029,413.0,23,2025-08-21
6440,PROD02412,WH032,468.0,71,2024-03-05
6441,PROD04730,WH033,447.0,35,2022-04-07
6442,PROD12609,WH022,67.0,48,2024-09-12
6443,PROD19675,WH022,284.0,38,2024-03-04
6444,PROD00149,WH003,457.0,49,2023-04-04
6445,PROD05766,WH023,261.0,75,2025-09-16
6446,PROD00766,WH003,461.0,78,2022-04-05
6447,PROD06596,WH023,161.0,25,2024-05-11
6448,PROD05214,WH047,235.0,85,2025-06-11
6449,PROD13205,WH037,400.0,48,2023-01-27
6450,PROD16723,WH046,353.0,77,2022-01-28
6451,PROD19640,WH038,120.0,32,2022-12-16
6452,PROD14913,WH042,165.0,62,2023-11-28
6453,PROD04111,WH045,432.0,60,2024-06-20
6454,PROD10908,WH046,65.0,31,2024-12-10
6455,PROD04486,WH014,308.0,48,2024-11-23
6456,PROD00319,WH023,420.0,55,2023-06-24
6457,PROD00483,WH028,188.0,85,2025-01-05
6458,PROD19421,WH042,497.0,29,2023-09-30
6459,PROD17258,WH028,454.0,81,2022-04-16
6460,PROD17408,WH021,78.0,49,2025-08-20
6461,PROD02318,WH039,25.0,45,2024-03-31
6462,PROD07419,WH038,58.0,61,2025-07-09
6463,PROD07468,WH029,478.0,88,2025-05-17
6464,PROD04437,WH018,19.0,94,2025-08-01
6465,PROD03262,WH038,316.0,77,2025-01-06
6466,PROD17548,WH013,118.0,58,2025-07-09
6467,PROD12322,WH046,218.0,85,2023-08-21
6468,PROD05397,WH025,499.0,80,2025-03-22
6469,PROD06213,WH006,468.0,49,2024-05-16
6470,PROD06327,WH028,416.0,22,2022-05-16
6471,PROD15459,WH035,480.0,37,2025-06-09
6472,PROD18597,WH012,111.0,83,2024-11-02
6473,PROD19105,WH027,181.0,94,2024-10-17
6474,PROD14564,WH038,361.0,40,2025-05-16
6475,PROD05922,WH024,224.0,49,2022-08-02
6476,PROD19132,WH017,492.0,91,2023-03-03
6477,PROD11918,WH044,289.0,31,2023-11-10
6478,PROD05705,WH016,471.0,58,2025-08-08
6479,PROD01847,WH029,116.0,49,2022-12-25
6480,PROD11829,WH050,192.0,67,2022-05-22
6481,PROD07759,WH046,320.0,52,2025-01-05
6482,PROD19255,WH022,221.0,69,2022-02-19
6483,PROD04067,WH035,153.0,57,2024-02-27
6484,PROD16136,WH023,130.0,69,2022-12-28
6485,PROD15773,WH046,380.0,100,2025-03-18
6486,PROD10238,WH030,145.0,30,2025-07-08
6487,PROD06080,WH005,379.0,98,2022-08-24
6488,PROD10815,WH020,226.0,20,2023-11-21
6489,PROD18818,WH031,459.0,41,2022-06-07
6490,PROD15640,WH024,48.0,71,2025-03-02
6491,PROD05773,WH020,330.0,56,2022-07-22
6492,PROD14203,WH043,390.0,58,2023-07-15
6493,PROD18823,WH010,357.0,27,2025-12-15
6494,PROD10321,WH007,418.0,91,2023-02-21
6495,PROD15831,WH015,230.0,56,2022-02-22
6496,PROD14910,WH022,414.0,36,2025-01-02
6497,PROD08522,WH048,340.0,50,2023-02-17
6498,PROD06734,WH015,77.0,74,2025-07-23
6499,PROD00749,WH018,15.0,93,2025-08-15
6500,PROD08568,WH010,362.0,43,2022-08-27
6501,PROD11564,WH034,212.0,68,2024-07-15
6502,PROD18953,WH027,307.0,68,2024-04-30
6503,PROD03162,WH031,487.0,29,2022-01-04
6504,PROD12538,WH047,382.0,70,2023-05-08
6505,PROD05065,WH004,415.0,24,2022-10-03
6506,PROD03548,WH044,348.0,48,2023-07-05
6507,PROD01907,WH030,20.0,29,2023-03-04
6508,PROD19186,WH031,283.0,48,2024-05-12
6509,PROD02776,WH046,316.0,22,2022-07-12
6510,PROD13140,WH038,314.0,29,2023-11-02
6511,PROD13937,WH040,155.0,55,2024-04-06
6512,PROD02110,WH035,125.0,64,2022-05-09
6513,PROD17819,WH028,435.0,70,2024-01-09
6514,PROD00627,WH028,71.0,68,2022-04-18
6515,PROD18695,WH041,196.0,51,2024-09-29
6516,PROD13374,WH010,111.0,28,2025-03-08
6517,PROD10536,WH043,384.0,65,2025-08-09
6518,PROD08279,WH014,324.0,62,2023-12-31
6519,PROD11398,WH021,80.0,43,2024-09-22
6520,PROD02314,WH010,435.0,53,2022-07-09
6521,PROD10501,WH003,23.0,23,2023-03-20
6522,PROD13071,WH047,1.0,42,2023-11-17
6523,PROD03651,WH020,373.0,46,2023-07-10
6524,PROD01421,WH045,130.0,90,2024-03-28
6525,PROD15589,WH013,92.0,88,2025-01-02
6526,PROD02013,WH002,0.0,58,2024-08-18
6527,PROD19787,WH009,33.0,52,2024-01-10
6528,PROD05328,WH010,374.0,30,2024-02-05
6529,PROD13908,WH048,297.0,45,2022-11-01
6530,PROD16945,WH050,58.0,53,2025-11-27
6531,PROD03087,WH026,269.0,86,2024-08-13
6532,PROD06377,WH029,162.0,47,2022-05-11
6533,PROD02630,WH011,4.0,57,2022-01-29
6534,PROD03229,WH047,146.0,51,2024-06-21
6535,PROD12032,WH036,222.0,74,2022-07-14
6536,PROD13870,WH034,26.0,87,2024-02-05
6537,PROD06315,WH014,30.0,32,2025-11-27
6538,PROD16844,WH012,494.0,51,2022-06-25
6539,PROD05330,WH035,298.0,30,2023-10-27
6540,PROD19762,WH020,128.0,49,2024-06-06
6541,PROD18983,WH030,211.0,41,2025-07-16
6542,PROD17373,WH015,7.0,82,2025-01-28
6543,PROD08754,WH041,233.0,32,2022-04-03
6544,PROD05205,WH040,268.0,60,2024-05-16
6545,PROD17497,WH044,169.0,78,2022-04-19
6546,PROD03365,WH036,280.0,20,2022-10-20
6547,PROD02934,WH029,296.0,45,2023-05-16
6548,PROD08622,WH016,482.0,53,2023-01-03
6549,PROD03954,WH032,206.0,24,2022-04-19
6550,PROD14020,WH034,27.0,43,2024-10-25
6551,PROD02477,WH046,500.0,62,2025-11-25
6552,PROD02535,WH045,167.0,37,2022-12-11
6553,PROD01332,WH018,48.0,32,2023-08-16
6554,PROD15864,WH006,206.0,72,2024-09-10
6555,PROD09726,WH042,161.0,29,2023-06-09
6556,PROD07147,WH018,301.0,92,2022-10-18
6557,PROD07409,WH042,440.0,71,2024-05-19
6558,PROD01671,WH035,434.0,86,2022-10-16
6559,PROD14499,WH044,436.0,37,2023-07-24
6560,PROD14295,WH033,163.0,49,2025-04-17
6561,PROD17679,WH004,340.0,42,2022-04-07
6562,PROD10932,WH010,71.0,23,2022-07-15
6563,PROD18046,WH039,38.0,34,2023-03-02
6564,PROD15279,WH030,157.0,46,2023-04-03
6565,PROD13351,WH042,98.0,49,2025-08-07
6566,PROD01548,WH016,92.0,86,2024-02-15
6567,PROD14420,WH043,109.0,40,2023-05-14
6568,PROD00418,WH007,171.0,72,2025-10-23
6569,PROD00445,WH046,64.0,47,2023-09-16
6570,PROD11342,WH049,204.0,58,2023-09-03
6571,PROD06874,WH038,219.0,20,2022-12-21
6572,PROD12580,WH022,262.0,75,2024-05-29
6573,PROD00290,WH005,89.0,26,2025-04-09
6574,PROD10468,WH018,223.0,78,2025-07-27
6575,PROD07280,WH040,463.0,51,2023-07-21
6576,PROD19989,WH041,326.0,100,2024-01-09
6577,PROD16585,WH014,241.0,49,2023-12-31
6578,PROD06985,WH040,396.0,31,2023-11-17
6579,PROD09398,WH010,491.0,71,2024-01-30
6580,PROD05784,WH002,433.0,28,2023-07-02
6581,PROD14120,WH021,459.0,69,2022-11-19
6582,PROD18529,WH043,126.0,85,2022-05-05
6583,PROD12153,WH025,153.0,33,2023-06-30
6584,PROD06010,WH043,189.0,48,2023-05-26
6585,PROD14266,WH039,297.0,67,2022-11-23
6586,PROD10505,WH038,398.0,54,2024-03-17
6587,PROD04759,WH019,162.0,49,2023-11-24
6588,PROD02333,WH041,297.0,72,2022-09-18
6589,PROD07716,WH041,454.0,63,2023-05-27
6590,PROD13021,WH048,103.0,69,2024-10-08
6591,PROD12764,WH013,152.0,33,2023-11-25
6592,PROD13783,WH050,80.0,78,2025-08-13
6593,PROD05078,WH034,381.0,100,2025-01-25
6594,PROD11307,WH047,138.0,47,2025-09-12
6595,PROD05370,WH025,280.0,62,2024-10-21
6596,PROD17204,WH018,342.0,93,2022-02-23
6597,PROD10253,WH043,51.0,70,2025-01-07
6598,PROD08590,WH048,289.0,80,2025-04-23
6599,PROD13715,WH014,311.0,89,2025-09-08
6600,PROD18775,WH025,49.0,65,2023-04-05
6601,PROD15769,WH050,51.0,70,2024-11-21
6602,PROD09526,WH011,236.0,31,2022-03-01
6603,PROD01935,WH006,254.0,46,2024-08-28
6604,PROD19437,WH010,30.0,80,2025-11-16
6605,PROD09227,WH008,425.0,20,2022-07-15
6606,PROD01537,WH030,314.0,74,2024-09-14
6607,PROD10061,WH023,9.0,91,2022-10-14
6608,PROD19668,WH019,140.0,93,2023-03-02
6609,PROD01662,WH044,62.0,56,2024-03-26
6610,PROD15321,WH022,393.0,58,2024-06-24
6611,PROD04197,WH004,165.0,55,2022-10-23
6612,PROD07084,WH040,324.0,41,2024-03-06
6613,PROD03859,WH046,384.0,71,2023-02-25
6614,PROD03043,WH003,55.0,78,2022-10-12
6615,PROD05257,WH015,301.0,100,2023-09-08
6616,PROD12409,WH035,202.0,93,2023-06-22
6617,PROD07698,WH039,340.0,30,2025-09-29
6618,PROD10712,WH004,328.0,72,2025-12-09
6619,PROD18191,WH023,149.0,92,2024-07-31
6620,PROD15274,WH014,209.0,77,2025-10-08
6621,PROD15301,WH025,349.0,90,2023-04-05
6622,PROD00825,WH046,112.0,96,2022-08-16
6623,PROD12794,WH042,489.0,69,2022-08-09
6624,PROD07682,WH046,402.0,93,2022-02-26
6625,PROD11984,WH017,397.0,51,2025-03-08
6626,PROD12250,WH005,374.0,94,2022-03-11
6627,PROD10985,WH034,115.0,49,2023-07-12
6628,PROD02508,WH035,243.0,73,2024-09-14
6629,PROD14279,WH045,140.0,88,2022-07-25
6630,PROD09768,WH033,422.0,92,2025-01-22
6631,PROD07551,WH050,372.0,27,2022-05-26
6632,PROD01376,WH001,307.0,47,2022-03-19
6633,PROD00602,WH007,465.0,89,2022-07-06
6634,PROD01271,WH017,5.0,56,2025-03-30
6635,PROD06255,WH024,336.0,30,2022-02-21
6636,PROD10400,WH039,159.0,40,2022-03-21
6637,PROD07360,WH037,287.0,73,2024-05-04
6638,PROD07480,WH017,468.0,89,2022-03-09
6639,PROD00135,WH014,308.0,25,2023-05-20
6640,PROD13162,WH013,62.0,45,2023-06-13
6641,PROD15130,WH018,478.0,62,2023-09-12
6642,PROD19637,WH007,454.0,39,2022-05-03
6643,PROD00872,WH047,101.0,29,2024-05-21
6644,PROD15522,WH011,244.0,92,2025-10-06
6645,PROD00730,WH001,428.0,95,2032-05-01
6646,PROD13155,WH030,195.0,27,2022-06-13
6647,PROD19835,WH043,246.0,32,2025-12-08
6648,PROD08843,WH043,253.0,34,2023-02-21
6649,PROD16277,WH043,361.0,32,2025-04-08
6650,PROD13124,WH039,418.0,22,2022-10-05
6651,PROD05900,WH026,342.0,20,2022-11-27
6652,PROD05833,WH041,411.0,31,2023-08-16
6653,PROD16157,WH027,67.0,88,2024-07-29
6654,PROD07250,WH047,69.0,82,2025-11-28
6655,PROD14919,WH008,475.0,97,2023-03-13
6656,PROD13326,WH012,434.0,85,2024-01-25
6657,PROD08282,WH010,150.0,74,2023-01-20
6658,PROD19361,WH020,122.0,90,2022-06-13
6659,PROD05251,WH040,255.0,58,2025-06-12
6660,PROD14484,WH024,194.0,35,2025-03-28
6661,PROD03038,WH031,127.0,39,2022-09-01
6662,PROD13935,WH048,449.0,26,2022-06-05
6663,PROD05438,WH050,471.0,62,2023-03-23
6664,PROD16317,WH014,210.0,96,2025-09-20
6665,PROD12937,WH024,94.0,69,2022-05-17
6666,PROD15041,WH041,129.0,64,2023-11-22
6667,PROD09094,WH047,89.0,83,2023-10-01
6668,PROD15187,WH032,71.0,66,2023-08-03
6669,PROD10693,WH019,414.0,28,2025-12-20
6670,PROD02846,WH022,277.0,96,2025-12-14
6671,PROD03626,WH003,144.0,84,2025-03-13
6672,PROD12162,WH009,29.0,23,2024-01-27
6673,PROD02951,WH022,321.0,63,2024-06-05
6674,PROD00326,WH046,480.0,71,2023-03-03
6675,PROD19149,WH016,398.0,84,2023-08-30
6676,PROD00367,WH039,94.0,77,2025-07-30
6677,PROD08843,WH026,79.0,69,2024-04-07
6678,PROD19359,WH021,334.0,66,2024-04-09
6679,PROD09826,WH006,132.0,68,2022-01-17
6680,PROD10849,WH006,339.0,25,2022-06-19
6681,PROD17491,WH039,334.0,55,2022-08-16
6682,PROD11857,WH032,419.0,68,2024-11-08
6683,PROD07105,WH004,133.0,25,2025-12-05
6684,PROD11109,WH038,398.0,33,2022-01-11
6685,PROD13116,WH040,416.0,72,2024-04-17
6686,PROD17259,WH003,30.0,54,2022-07-25
6687,PROD06325,WH044,274.0,38,2022-01-16
6688,PROD17353,WH025,86.0,44,2024-10-24
6689,PROD17809,WH027,179.0,40,2022-10-14
6690,PROD17724,WH013,282.0,38,2023-01-06
6691,PROD03992,WH041,79.0,56,2022-01-27
6692,PROD09529,WH005,241.0,61,2022-11-15
6693,PROD01208,WH034,183.0,97,2025-04-25
6694,PROD17576,WH028,16.0,20,2023-07-13
6695,PROD02488,WH033,371.0,90,2023-07-03
6696,PROD18373,WH003,410.0,34,2023-04-13
6697,PROD07966,WH043,52.0,34,2023-05-20
6698,PROD12086,WH024,15.0,60,2023-02-02
6699,PROD03127,WH008,483.0,76,2022-10-26
6700,PROD07511,WH008,329.0,87,2025-04-27
6701,PROD00426,WH029,3.0,75,2023-08-16
6702,PROD02747,WH040,358.0,66,2024-09-29
6703,PROD09668,WH033,306.0,79,2024-12-09
6704,PROD17510,WH006,65.0,89,2022-02-05
6705,PROD16416,WH006,458.0,58,2022-07-29
6706,PROD00798,WH023,482.0,62,2023-05-12
6707,PROD03521,WH020,313.0,62,2022-09-16
6708,PROD19189,WH021,464.0,32,2025-09-05
6709,PROD05341,WH048,240.0,91,2024-04-19
6710,PROD02670,WH048,375.0,100,2022-09-21
6711,PROD01404,WH033,89.0,30,2025-08-06
6712,PROD11443,WH045,284.0,98,2023-04-03
6713,PROD03523,WH010,113.0,64,2024-10-16
6714,PROD19688,WH036,363.0,23,2025-10-11
6715,PROD06908,WH026,285.0,94,2022-08-25
6716,PROD11840,WH042,113.0,99,2024-06-29
6717,PROD11310,WH018,420.0,71,2025-05-06
6718,PROD16315,WH032,163.0,62,2025-02-05
6719,PROD17098,WH046,468.0,83,2024-02-02
6720,PROD18385,WH002,156.0,22,2025-01-20
6721,PROD01111,WH004,294.0,20,2024-05-08
6722,PROD18590,WH031,290.0,26,2025-11-13
6723,PROD09288,WH046,457.0,39,2024-11-30
6724,PROD19175,WH015,278.0,74,2022-01-31
6725,PROD17947,WH020,372.0,26,2024-03-06
6726,PROD19249,WH025,235.0,50,2023-04-24
6727,PROD04652,WH021,139.0,67,2024-06-28
6728,PROD07316,WH050,204.0,60,2022-10-22
6729,PROD12665,WH025,47.0,48,2024-05-06
6730,PROD07520,WH020,153.0,95,2025-02-04
6731,PROD07593,WH044,183.0,48,2025-07-24
6732,PROD15805,WH049,143.0,44,2024-09-07
6733,PROD06497,WH014,314.0,40,2025-08-04
6734,PROD18816,WH048,137.0,58,2024-07-30
6735,PROD03517,WH004,165.0,21,2024-12-24
6736,PROD18937,WH045,94.0,50,2022-10-16
6737,PROD10654,WH004,108.0,58,2024-11-15
6738,PROD12103,WH008,16.0,55,2022-06-13
6739,PROD18645,WH023,64.0,59,2022-08-15
6740,PROD12482,WH046,126.0,70,2025-05-14
6741,PROD14220,WH047,273.0,63,2023-10-08
6742,PROD16004,WH048,433.0,94,2022-02-28
6743,PROD15305,WH004,427.0,83,2025-02-27
6744,PROD15047,WH032,83.0,55,2022-12-03
6745,PROD19152,WH038,31.0,50,2023-03-13
6746,PROD13701,WH024,73.0,99,2023-11-24
6747,PROD18049,WH048,183.0,43,2023-04-01
6748,PROD12948,WH047,327.0,88,2022-10-13
6749,PROD03537,WH010,115.0,25,2023-07-27
6750,PROD01457,WH040,71.0,97,2024-06-10
6751,PROD06753,WH004,463.0,99,2025-05-13
6752,PROD15379,WH038,80.0,32,2024-09-21
6753,PROD05968,WH031,307.0,37,2022-09-26
6754,PROD05668,WH028,44.0,72,2024-08-08
6755,PROD05348,WH008,90.0,35,2024-01-06
6756,PROD19529,WH022,90.0,71,2024-02-23
6757,PROD09638,WH035,243.0,20,2024-03-22
6758,PROD13628,WH044,419.0,65,2022-03-09
6759,PROD15154,WH027,429.0,49,2025-04-15
6760,PROD13016,WH049,23.0,58,2024-12-24
6761,PROD09216,WH032,94.0,39,2022-04-03
6762,PROD16435,WH042,,94,2022-04-10
6763,PROD10756,WH002,122.0,51,2023-03-10
6764,PROD03788,WH014,115.0,82,2025-05-22
6765,PROD02149,WH050,309.0,27,2022-01-05
6766,PROD13865,WH036,11.0,43,2025-12-22
6767,PROD03477,WH036,174.0,75,2022-07-23
6768,PROD11126,WH013,94.0,63,2024-02-11
6769,PROD14775,WH011,252.0,28,2024-11-18
6770,PROD19062,WH046,496.0,96,2023-09-26
6771,PROD18610,WH019,230.0,94,2025-06-27
6772,PROD00039,WH009,0.0,56,2023-12-06
6773,PROD00963,WH044,380.0,49,2022-06-19
6774,PROD16825,WH036,321.0,79,2024-08-11
6775,PROD18336,WH008,38.0,56,2023-11-10
