return_id,order_id,return_reason,return_date,refund_amount
4102,32501,Wrong Product,2022-08-28,33164.88
4103,154723,Defective Item,2025-01-28,58632.6
4104,174245,Changed Mind,2024-01-02,9760.29
4105,157537,Wrong Product,2022-06-28,39907.68
4106,35711,Changed Mind,2025-11-08,36859.83
4107,61662,Damaged Product,2024-05-14,63112.98
4108,144482,Changed Mind,2022-07-14,45516.39
4109,1225,Size Issue,2024-05-04,48684.92
4110,179440,Size Issue,2023-06-04,89851.01
4111,140676,Damaged Product,2024-03-21,29132.02
4112,103970,Late Delivery,2022-12-18,107587.9
4113,100260,Defective Item,2025-07-20,125534.76
4114,104909,Wrong Product,2025-09-18,90020.97
4115,155105,Quality Issue,2025-05-23,108252.9
4116,20438,Defective Item,2024-09-13,160738.79
4117,109378,Changed Mind,2025-06-03,133299.85
4118,1966,Quality Issue,2024-11-19,41374.86
4119,171526,Quality Issue,2023-02-18,42071.26
4120,32897,Changed Mind,2022-04-15,80523.47
4121,171634,Defective Item,2023-02-26,136814.14
4122,40276,Late Delivery,2022-03-25,29109.79
4123,39952,Late Delivery,2025-04-17,76085.73
4124,104207,Damaged Product,2024-08-16,24918.405
4125,169595,Wrong Product,2022-10-12,166132.15
4126,152503,Quality Issue,2024-11-25,15593.54
4127,9313,Changed Mind,2024-08-29,146488.635
4128,94268,Defective Item,2022-07-17,17901.81
4129,72616,Defective Item,2023-12-19,12612.44
4130,184789,Late Delivery,2023-06-25,8315.06
4131,37292,Wrong Product,2024-10-10,14767.95
4132,176179,Size Issue,2025-02-16,55135.79
4133,158468,Defective Item,2023-11-07,10227.08
4134,43111,Size Issue,2022-04-15,185143.97
4135,119709,Late Delivery,2023-03-11,4646.07
4136,180697,Size Issue,2022-10-09,6977.27
4137,51038,Wrong Product,2022-11-30,50617.65
4138,139709,Wrong Product,2023-06-17,88307.35
4139,41359,Wrong Product,2023-02-25,45501.44
4140,121011,Wrong Product,2023-11-23,34125.6
4141,56711,Damaged Product,2023-09-13,10767.38
4142,178200,Defective Item,2025-08-22,5621.76
4143,171365,Damaged Product,2025-08-20,68567.02
4144,23240,Changed Mind,2022-05-27,124004.06
4145,47408,Size Issue,2024-11-24,122050.86
4146,43244,Size Issue,2022-09-28,95046.18
4147,105458,Changed Mind,2022-02-25,146995.47
4148,123698,Damaged Product,2025-11-12,17506.0
4149,143515,Defective Item,2024-03-21,44406.12
4150,41075,Late Delivery,2023-05-23,71384.73
4151,57410,Damaged Product,2023-10-06,128704.5
4152,135324,Defective Item,2025-09-27,34863.02
4153,103594,Changed Mind,2022-06-12,111459.15
4154,152550,Size Issue,2023-08-18,44807.03
4155,140411,Late Delivery,2024-02-28,61148.0
4156,76424,Changed Mind,2024-11-01,25499.28
4157,53325,Quality Issue,2024-01-06,3670.61
4158,41256,Wrong Product,2025-07-15,195248.07
4159,173993,Defective Item,2023-10-28,44891.82
4160,6333,Quality Issue,2025-04-16,28013.28
4161,81612,Quality Issue,2024-09-16,61874.68
4162,48480,Quality Issue,2023-01-19,112117.47
4163,65809,Quality Issue,2023-02-20,36351.38
4164,115589,Wrong Product,2025-01-07,24642.89
4165,183710,Size Issue,2024-05-11,30847.16
4166,151177,Damaged Product,2022-04-18,24355.4
4167,61140,Wrong Product,2023-10-29,67491.24
4168,139251,Changed Mind,2022-05-08,12315.62
4169,164707,Damaged Product,2022-08-24,257039.25
4170,188724,Size Issue,2025-06-23,71415.85
4171,133868,Changed Mind,2025-03-09,11667.72
4172,115374,Defective Item,2022-06-03,123281.0
4173,31541,Quality Issue,2022-06-07,47723.18
4174,101012,Defective Item,2023-09-26,86499.74
4175,950,Size Issue,2025-04-14,92660.58
4176,180582,Wrong Product,2024-03-11,25094.85
4177,129450,Wrong Product,2024-07-16,30768.31
4178,107629,Defective Item,2022-07-27,11326.78
4179,74066,Damaged Product,2025-05-21,82464.41
4180,185168,Late Delivery,2024-01-03,73618.92
4181,76500,Wrong Product,2025-01-13,29795.41
4182,23591,Changed Mind,2026-01-01,35243.0
4183,16052,Wrong Product,2022-11-15,16773.52
4184,28615,Wrong Product,2024-08-22,124722.46
4185,16283,Size Issue,2025-04-08,44414.06
4186,138994,Damaged Product,2023-06-11,57315.08
4187,28453,Damaged Product,2025-06-11,9036.37
4188,191784,Changed Mind,2025-03-14,73024.41
4189,134424,Wrong Product,2024-05-13,46912.23
4190,13862,,2023-06-30,32185.56
4191,60710,Wrong Product,2025-04-18,166278.06
4192,89028,Wrong Product,2022-08-14,24279.64
4193,116058,Quality Issue,2023-04-12,150186.42
4194,131020,Defective Item,2026-01-12,35320.38
4195,95347,,2024-02-07,42134.5
4196,190236,Late Delivery,2025-01-04,6906.5
4197,185712,Late Delivery,2023-05-07,13518.39
4198,45174,Damaged Product,2022-01-22,16013.33
4199,33637,Wrong Product,2024-12-11,38302.57
4200,98647,Late Delivery,2023-10-24,3468.03
4201,120727,Quality Issue,2024-07-04,6774.83
4202,142201,Size Issue,2024-02-01,74828.75
4203,3998,Late Delivery,2024-09-18,25846.48
4204,165605,Late Delivery,2024-05-17,57548.74
4205,31890,Late Delivery,2024-01-28,27442.0
4206,25368,,2032-01-01,83994.92
4207,111239,Damaged Product,2025-03-24,48955.27
4208,10119,Wrong Product,2025-04-06,77572.86
4209,78520,Late Delivery,2023-05-26,20662.19
4210,128775,Size Issue,2023-03-01,125984.71
4211,73365,Quality Issue,2025-12-18,14182.48
4212,45932,Changed Mind,2025-05-19,0.0
4213,108106,Late Delivery,2025-12-10,199611.93
4214,61151,Wrong Product,2024-11-24,6338.15
4215,124990,Late Delivery,2024-09-07,52858.76
4216,6538,Quality Issue,2022-10-05,56948.45
4217,177874,Changed Mind,2024-09-22,3688.81
4218,89478,Wrong Product,2024-05-07,9550.53
4219,86961,Wrong Product,2024-03-22,6814.73
4220,88652,Quality Issue,2025-07-25,4765.51
4221,29199,Changed Mind,2023-03-14,107422.03
4222,10164,Quality Issue,2024-02-12,226272.12
4223,118566,Quality Issue,2024-09-18,39030.67
4224,94428,Size Issue,2024-11-24,56344.06
4225,89625,Size Issue,2022-03-29,892.6
4226,113981,Damaged Product,2023-08-09,30461.99
4227,7782,Damaged Product,2022-02-03,36329.59
4228,111014,Wrong Product,2025-07-29,185451.9
4229,112968,Late Delivery,2023-04-16,1104.95
4230,158441,Defective Item,2024-05-10,65190.06
4231,178648,Late Delivery,2025-02-09,92659.96
4232,94697,Defective Item,2025-02-11,102941.32
4233,32569,Quality Issue,2023-12-04,14308.76
4234,170409,Wrong Product,2025-09-28,139776.69
4235,175957,Damaged Product,2023-08-23,60620.08
4236,103823,Quality Issue,2022-11-20,220197.08
4237,8296,Quality Issue,2024-06-01,78587.78
4238,198438,Damaged Product,2023-01-30,67810.87
4239,145168,Quality Issue,2025-12-28,101594.53
4240,103159,Wrong Product,2025-10-07,25151.32
4241,116351,Wrong Product,2025-04-24,91635.89
4242,60473,Damaged Product,2023-05-03,232419.69
4243,34109,Quality Issue,2022-06-26,73993.45
4244,47147,Quality Issue,2022-09-15,45349.67
4245,15622,Changed Mind,2022-03-06,69597.72
4246,36227,Quality Issue,2022-05-21,18632.92
4247,59493,Quality Issue,2024-01-17,85602.52
4248,84706,Damaged Product,2022-02-14,33339.85
4249,65045,Damaged Product,2024-02-15,191134.69
4250,66295,Changed Mind,2024-03-21,52608.22
4251,140419,Wrong Product,2022-11-03,94592.93
4252,148964,Quality Issue,2025-02-23,8311.97
4253,69026,Quality Issue,2022-08-20,168607.71
4254,105858,Late Delivery,2023-06-07,60292.8
4255,144605,Late Delivery,2023-06-09,83929.68
4256,83011,Wrong Product,2025-07-17,36621.21
4257,191295,Changed Mind,2024-12-24,45668.98
4258,135123,Wrong Product,2024-08-26,128199.38
4259,70236,,2025-08-01,44268.08
4260,121127,Wrong Product,2022-05-24,57189.25
4261,160020,Changed Mind,2022-12-31,137337.64
4262,94460,Defective Item,2024-05-16,164643.75
4263,164965,Late Delivery,2023-12-31,185317.43
4264,52703,Defective Item,2023-03-26,74664.66
4265,27531,Defective Item,2024-05-19,91050.04
4266,103518,Wrong Product,2022-10-30,15863.13
4267,166881,Damaged Product,2023-11-27,50728.03
4268,20424,Defective Item,2022-08-21,21067.73
4269,163838,Late Delivery,2024-07-31,46674.6
4270,72385,Damaged Product,2022-07-29,100435.36
4271,5872,Defective Item,2025-01-07,84729.47
4272,144656,Changed Mind,2022-08-02,126469.37
4273,85278,Damaged Product,2022-04-06,71360.0
4274,25183,Changed Mind,2022-07-02,21411.29
4275,160181,Defective Item,2025-03-08,32627.71
4276,30243,Late Delivery,2022-12-19,25252.64
4277,108852,Damaged Product,2025-10-11,9284.55
4278,83267,Quality Issue,2024-01-13,13431.06
4279,58170,Defective Item,2023-04-30,52993.23
4280,67414,Wrong Product,2023-03-12,166782.27
4281,134254,Late Delivery,2024-03-27,2886.28
4282,92668,Changed Mind,2023-08-03,91748.44
4283,70197,Defective Item,2022-01-07,21569.88
4284,106099,Defective Item,2022-08-13,39965.46
4285,31256,Defective Item,2024-08-22,221226.92
4286,143626,Wrong Product,2022-09-30,28465.73
4287,36543,Damaged Product,2024-09-23,100973.62
4288,91324,Size Issue,2023-05-21,155591.7
4289,58909,Defective Item,2025-12-15,226873.25
4290,165177,Defective Item,2023-01-08,37238.83
4291,55889,Changed Mind,2024-10-19,34574.86
4292,199586,Changed Mind,2024-08-19,11281.53
4293,162034,Defective Item,2026-01-17,85932.8
4294,75228,Wrong Product,2025-06-02,52964.26
4295,79688,Changed Mind,2024-12-27,95001.24
4296,166390,Damaged Product,2023-03-24,31557.62
4297,164996,Size Issue,2024-04-20,31957.91
4298,151881,Changed Mind,2022-12-08,48200.49
4299,130666,Wrong Product,2024-10-18,251607.26
4300,101130,Quality Issue,2023-04-14,13265.32
4301,64296,Wrong Product,2024-07-23,38341.92
4302,104889,Changed Mind,2023-05-18,59320.52
4303,75456,Defective Item,2023-02-17,70870.92
4304,36014,Damaged Product,2025-01-04,84418.35
4305,63776,Late Delivery,2024-12-01,9287.46
4306,195695,Changed Mind,2024-03-22,6577.13
4307,14984,Damaged Product,2025-06-03,40640.72
4308,32237,Quality Issue,2023-10-12,36703.45
4309,107974,Late Delivery,2025-11-11,75928.0
4310,178689,Size Issue,2023-03-01,5355.36
4311,84750,Damaged Product,2023-02-26,119861.84
4312,62049,Late Delivery,2025-01-25,34461.71
4313,149590,Quality Issue,2024-08-24,80575.16
4314,55822,Size Issue,2026-01-24,-27161.49
4315,174340,Changed Mind,2025-08-15,83982.26
4316,19551,Late Delivery,2023-09-14,126714.34
4317,22919,Quality Issue,2022-09-30,75895.97
4318,147055,Size Issue,2025-03-25,4301.57
4319,195733,Size Issue,2024-11-19,40820.82
4320,194272,Wrong Product,2025-03-31,19081.1
4321,1046,Damaged Product,2024-09-08,133200.41
4322,25048,Late Delivery,2025-07-15,135891.33
4323,54114,Quality Issue,2025-11-18,29382.45
4324,1934,Quality Issue,2022-08-14,60942.49
4325,156646,Damaged Product,2022-10-17,18248.51
4326,160873,Size Issue,2024-10-03,67640.12
4327,81624,,2022-03-14,114571.0
4328,125475,Size Issue,2023-10-05,12187.98
4329,179356,Quality Issue,2023-12-18,32133.0
4330,68033,Quality Issue,2024-01-30,14766.54
4331,22649,Late Delivery,2022-06-27,98106.85
4332,65405,Size Issue,2024-03-01,36320.95
4333,143963,Late Delivery,2024-09-30,151522.49
4334,193638,Wrong Product,2023-12-20,8261.83
4335,64407,Wrong Product,2022-04-03,94274.6
4336,126994,Changed Mind,2024-03-24,37908.44
4337,104663,Defective Item,2023-06-13,77510.83
4338,89637,Quality Issue,2022-01-17,101754.96
4339,128979,Defective Item,2024-05-02,121137.1
4340,15404,Size Issue,2026-01-01,109529.55
4341,66825,Size Issue,2023-10-26,22511.19
4342,150193,Damaged Product,2022-05-26,109376.97
4343,49415,Late Delivery,2025-03-07,5926.38
4344,133892,Defective Item,2025-07-07,90655.98
4345,71730,Size Issue,2022-09-25,26028.79
4346,21895,Defective Item,2022-08-14,149389.93
4347,48767,Quality Issue,2024-07-31,3124.5
4348,24141,Late Delivery,2025-10-17,45985.39
4349,108972,Quality Issue,2024-12-02,5009.41
4350,65617,Size Issue,2024-07-06,45722.85
4351,163138,Size Issue,2022-03-12,4957.47
4352,199175,Size Issue,2025-04-16,111184.2
4353,105678,Damaged Product,2025-04-09,13578.05
4354,183310,Changed Mind,2024-10-25,100444.42
4355,151164,Size Issue,2025-11-10,90973.35
4356,164289,Late Delivery,2024-06-15,5462.63
4357,157249,Size Issue,2022-04-17,21079.56
4358,12273,Size Issue,2022-12-29,30133.38
4359,79355,Quality Issue,2024-07-08,53690.1
4360,38092,Defective Item,2022-06-19,214950.16
4361,20384,Size Issue,2024-10-10,20623.43
4362,71070,Size Issue,2024-02-22,83246.9
4363,111632,Defective Item,2023-02-26,53164.25
4364,86831,Quality Issue,2023-02-20,98928.47
4365,171792,Damaged Product,2023-05-19,19346.67
4366,38018,Wrong Product,2024-08-11,13535.76
4367,71361,Defective Item,2022-11-19,16579.75
4368,2742,Wrong Product,2022-08-19,67959.02
4369,7802,Wrong Product,2025-11-19,41238.75
4370,56166,Damaged Product,2024-09-29,226858.48
4371,4051,Damaged Product,2023-05-01,11708.7
4372,189437,Changed Mind,2025-07-05,30715.25
4373,54051,Size Issue,2024-09-03,6574.95
4374,9955,Quality Issue,2023-09-13,21919.34
4375,138054,Late Delivery,2024-05-12,41365.1
4376,195385,Changed Mind,2024-09-17,116859.36
4377,27983,Wrong Product,2024-02-08,59044.12
4378,152699,Wrong Product,2022-11-09,194030.29
4379,125740,Changed Mind,2023-03-28,25591.08
4380,18189,Defective Item,2025-03-28,5143.39
4381,121077,Quality Issue,2023-02-26,52716.62
4382,60759,Changed Mind,2023-07-24,82129.57
4383,155271,Damaged Product,2023-03-31,88585.82
4384,29497,Damaged Product,2022-09-21,108043.16
4385,55950,Changed Mind,2024-01-01,35759.87
4386,129836,Quality Issue,2024-07-28,31062.9
4387,13495,Changed Mind,2023-08-01,82747.31
4388,13865,Changed Mind,2023-09-25,2476.42
4389,29473,Size Issue,2023-06-08,90077.83
4390,48270,Wrong Product,2022-02-27,26972.56
4391,10046,Changed Mind,2023-08-19,87461.15
4392,163692,Defective Item,2024-12-29,26895.21
4393,73296,Late Delivery,2026-01-16,31765.38
4394,178521,Quality Issue,2022-07-02,103095.22
4395,23735,Size Issue,2025-07-21,5886.66
4396,117465,,2025-11-08,22542.86
4397,162642,Changed Mind,2024-11-30,52016.88
4398,27681,Size Issue,2023-12-11,18729.87
4399,69440,Defective Item,2022-12-23,119792.19
4400,73709,Wrong Product,2023-03-30,190997.76
4401,141819,Quality Issue,2023-12-12,42459.84
4402,612,Wrong Product,2022-08-13,56754.04
4403,171753,Defective Item,2023-10-31,110742.06
4404,18421,Changed Mind,2022-04-21,183025.94
4405,30457,Changed Mind,2023-06-28,56721.15
4406,183875,Quality Issue,2025-10-31,692.48
4407,116471,Quality Issue,2025-06-09,160252.26
4408,112030,Changed Mind,2022-11-21,38476.38
4409,86944,Size Issue,2023-10-07,39608.5
4410,27086,Wrong Product,2022-04-22,23964.08
4411,101080,Changed Mind,2025-08-05,31106.66
4412,92254,Damaged Product,2022-04-12,207528.35
4413,32303,Changed Mind,2023-11-07,247489.06
4414,84456,Defective Item,2024-08-25,152084.88
4415,146149,Size Issue,2026-01-06,6827.13
4416,144830,Changed Mind,2022-02-17,82753.74
4417,70027,Wrong Product,2022-04-17,163243.12
4418,96083,Quality Issue,2024-05-19,127634.1
4419,99817,Changed Mind,2023-07-06,9575.75
4420,160109,Size Issue,2025-11-07,73340.26
4421,72215,Damaged Product,2023-02-20,81318.73
4422,35671,Size Issue,2025-01-13,142140.01
4423,111988,Quality Issue,2022-12-09,34516.03
4424,73500,Late Delivery,2022-11-26,91603.57
4425,24478,Wrong Product,2024-06-03,11577.54
4426,133521,Defective Item,2025-09-03,42433.56
4427,134658,Defective Item,2023-06-21,140265.97
4428,18382,Late Delivery,2024-04-14,43821.43
4429,16671,Damaged Product,2023-03-18,571.245
4430,75666,Damaged Product,2023-08-13,48035.08
4431,68523,Defective Item,2023-05-18,122048.05
4432,70946,Changed Mind,2022-07-19,45299.18
4433,84761,Late Delivery,2025-12-19,9990.04
4434,39011,Damaged Product,2022-10-27,28733.21
4435,120435,Late Delivery,2023-02-21,24156.72
4436,21863,Quality Issue,2023-07-27,65232.03
4437,92019,Damaged Product,2023-04-16,179916.72
4438,18451,Size Issue,2023-03-30,90326.85
4439,58103,Quality Issue,2025-10-28,93870.96
4440,23688,Size Issue,2022-01-20,10197.1
4441,191053,Wrong Product,2025-11-14,33133.72
4442,92369,Wrong Product,2022-07-14,79875.42
4443,108787,Changed Mind,2025-10-23,82624.25
4444,29322,Late Delivery,2024-06-23,32990.19
4445,109986,,2024-07-14,35280.98
4446,195746,Wrong Product,2022-01-28,50222.72
4447,179254,Damaged Product,2024-06-27,1427.39
4448,94753,Changed Mind,2022-04-05,46746.75
4449,3017,Defective Item,2025-07-08,43118.7
4450,197967,Late Delivery,2025-04-03,10457.63
4451,188541,Damaged Product,2023-07-11,48012.26
4452,179602,Damaged Product,2024-02-16,75708.74
4453,18543,Wrong Product,2022-02-26,127753.28
4454,109099,Wrong Product,2025-01-05,44606.92
4455,86023,Changed Mind,2024-08-27,97742.77
4456,50496,Size Issue,2025-05-24,118681.9
4457,193928,Changed Mind,2025-04-04,216833.42
4458,119746,Late Delivery,2022-06-18,81833.89
4459,198271,Defective Item,2023-04-10,42430.39
4460,85866,Quality Issue,2024-05-12,143301.41
4461,27743,Defective Item,2022-08-25,133443.37
4462,140216,Defective Item,2023-03-02,877.78
4463,176220,,2024-10-27,15769.02
4464,53498,Quality Issue,2023-06-26,17791.69
4465,165119,Defective Item,2022-12-22,136022.5
4466,59059,Changed Mind,2024-01-21,161443.16
4467,8020,Changed Mind,2025-12-16,118006.58
4468,188112,Size Issue,2023-10-16,147579.74
4469,184406,Wrong Product,2022-11-22,178454.98
4470,12751,Changed Mind,2023-04-24,5165.44
4471,89975,Late Delivery,2024-08-17,177043.26
4472,179391,Size Issue,2024-09-10,54114.18
4473,65248,Damaged Product,2025-03-10,27206.55
4474,152012,Late Delivery,2023-08-01,82323.41
4475,129821,Late Delivery,2025-10-17,12686.81
4476,193750,Size Issue,2023-06-01,17560.38
4477,167383,Defective Item,2025-04-20,18052.21
4478,113677,Late Delivery,2022-08-19,77753.88
4479,136855,Late Delivery,2022-05-13,22466.95
4480,196774,Defective Item,2025-07-07,103331.18
4481,29220,Changed Mind,2023-11-19,25628.76
4482,58697,Changed Mind,2025-05-03,187491.56
4483,104460,Damaged Product,2023-07-07,38861.29
4484,143137,Changed Mind,2023-12-07,135669.82
4485,28248,Size Issue,2023-10-03,24909.2
4486,129855,Size Issue,2025-08-01,15814.22
4487,118336,Quality Issue,2022-07-23,119953.65
4488,165661,Wrong Product,2024-01-08,11775.26
4489,26236,Quality Issue,2022-09-05,127734.48
4490,171084,Late Delivery,2023-12-30,17969.84
4491,121972,Quality Issue,2025-11-11,77730.53
4492,108214,Changed Mind,2025-05-28,31207.33
4493,60003,Damaged Product,2025-04-28,20125.82
4494,2430,Defective Item,2025-01-19,87081.02
4495,184074,Damaged Product,2025-12-27,4891.08
4496,93948,Wrong Product,2024-07-19,69263.29
4497,160973,Damaged Product,2023-02-26,82532.23
4498,39540,Changed Mind,2025-01-14,60625.17
4499,66947,Damaged Product,2025-08-15,305349.59
4500,118897,Defective Item,2022-08-03,8992.24
4501,171466,Late Delivery,2023-05-23,12227.14
4502,21680,Late Delivery,2022-04-16,135394.22
4503,192523,Defective Item,2022-09-18,146916.78
4504,87675,Damaged Product,2023-11-03,41396.63
4505,49042,Quality Issue,2023-11-06,159226.88
4506,38243,Damaged Product,2025-08-14,42713.98
4507,95683,Changed Mind,2025-05-09,27132.14
4508,35073,Damaged Product,2023-04-03,147318.37
4509,48876,Damaged Product,2024-02-09,20501.43
4510,119193,Size Issue,2024-10-24,90433.97
4511,36890,Damaged Product,2023-03-06,47321.77
4512,148927,Defective Item,2022-10-29,15842.63
4513,124952,Changed Mind,2022-07-15,82770.89
4514,106002,,2025-05-20,25630.33
4515,31079,Defective Item,2022-02-16,17153.25
4516,3631,Late Delivery,2022-08-28,141377.36
4517,102672,Size Issue,2023-03-22,147607.79
4518,188451,Quality Issue,2025-02-22,146813.64
4519,151550,Wrong Product,2024-05-26,67925.72
4520,128459,Wrong Product,2024-01-31,1280.68
4521,153119,Defective Item,2023-03-19,6046.11
4522,170813,Quality Issue,2022-07-13,116934.75
4523,184307,Damaged Product,2022-12-24,83213.5
4524,48735,Changed Mind,2025-08-14,127833.94
4525,79182,Late Delivery,2024-12-12,145294.27
4526,14656,Quality Issue,2023-02-12,8515.98
4527,44669,Defective Item,2022-04-22,65400.65
4528,6371,Late Delivery,2022-02-23,17952.17
4529,142627,Wrong Product,2023-10-01,33620.3
4530,105713,Defective Item,2023-07-26,102294.07
4531,132773,Damaged Product,2025-10-15,260449.56
4532,173753,Damaged Product,2022-05-06,91298.17
4533,128171,Defective Item,2023-01-11,60850.32
4534,194014,Damaged Product,2025-02-24,94492.71
4535,109853,Changed Mind,2024-01-10,155188.72
4536,10707,Defective Item,2025-09-12,42081.67
4537,74329,Late Delivery,2025-03-05,81597.37
4538,79959,Wrong Product,2023-01-08,65533.86
4539,66939,Wrong Product,2026-01-27,33144.99
4540,5981,,2023-02-05,39381.79
4541,28742,Changed Mind,2022-09-06,25508.62
4542,198810,Wrong Product,2024-02-20,82608.81
4543,110731,Wrong Product,2023-01-31,59201.45
4544,92626,Defective Item,2022-06-05,33223.94
4545,132074,Wrong Product,2024-09-20,56949.67
4546,2719,Size Issue,2023-01-27,58914.98
4547,39032,Quality Issue,2024-12-03,43131.47
4548,133470,Quality Issue,2025-09-28,182777.45
4549,185714,Late Delivery,2023-08-24,74290.14
4550,118736,,2022-01-12,37154.55
4551,183609,Wrong Product,2024-01-29,87933.69
4552,194829,Quality Issue,2022-11-05,1249.95
4553,161719,Quality Issue,2022-09-04,28948.93
4554,190221,Damaged Product,2022-10-07,4414.73
4555,43446,Quality Issue,2024-06-23,26790.47
4556,136561,Quality Issue,2023-07-20,25785.2
4557,131687,Changed Mind,2022-06-05,3715.22
4558,118286,Quality Issue,2025-08-26,25199.12
4559,170271,Size Issue,2025-03-17,60753.29
4560,161348,Wrong Product,2024-06-04,5152.81
4561,22462,Damaged Product,2025-10-19,37331.98
4562,158297,Damaged Product,2024-03-14,18321.81
4563,95499,Wrong Product,2025-10-01,53453.91
4564,25372,Size Issue,2024-06-19,10316.08
4565,190214,Damaged Product,2022-04-13,24542.48
4566,9970,Size Issue,2023-10-30,150464.94
4567,34103,Wrong Product,2025-03-15,177564.95
4568,39804,Size Issue,2025-09-27,47093.85
4569,100234,Late Delivery,2023-12-23,87672.0
4570,38633,Wrong Product,2025-12-24,163072.32
4571,46497,Changed Mind,2025-09-01,72021.76
4572,110246,Defective Item,2024-09-18,41553.18
4573,83702,Wrong Product,2022-07-14,7633.73
4574,126887,Wrong Product,2024-06-17,16677.08
4575,48347,Quality Issue,2025-12-20,11444.76
4576,111967,Size Issue,2024-12-01,34569.56
4577,32157,Damaged Product,2024-12-13,36949.5
4578,87307,Damaged Product,2024-11-30,66649.07
4579,153647,Defective Item,2023-04-03,6404.56
4580,104099,Quality Issue,2023-07-13,96255.07
4581,32267,Defective Item,2025-11-13,9474.95
4582,103873,Damaged Product,2024-07-21,81476.68
4583,25112,Size Issue,2023-05-11,22316.54
4584,99481,Changed Mind,2022-09-02,52711.87
4585,136111,Wrong Product,2024-01-26,95114.38
4586,68601,Late Delivery,2025-11-24,72736.62
4587,165327,Quality Issue,2022-09-19,13971.95
4588,179687,Changed Mind,2023-04-07,0.0
4589,76418,Late Delivery,2023-09-08,19077.04
4590,149562,Defective Item,2025-08-25,81799.55
4591,31750,Late Delivery,2022-03-26,124227.99
4592,91224,Size Issue,2025-10-09,14677.82
4593,22374,Defective Item,2023-11-26,91251.07
4594,109748,Late Delivery,2022-04-20,60651.37
4595,176671,Size Issue,2024-08-06,155000.15
4596,1473,Quality Issue,2024-03-13,124120.49
4597,191727,Wrong Product,2032-01-01,9244.33
4598,63823,Wrong Product,2024-02-23,93565.0
4599,68398,Quality Issue,2022-05-18,159978.17
4600,167875,Damaged Product,2022-05-26,45609.44
4601,110681,Quality Issue,2023-11-06,115889.75
4602,98432,Late Delivery,2023-06-04,128104.81
4603,30606,Changed Mind,2024-06-29,9681.44
4604,36416,Changed Mind,2024-12-24,107936.27
4605,187468,Size Issue,2022-10-09,628.42
4606,144636,Quality Issue,2022-05-16,238213.05
4607,8969,Late Delivery,2025-12-20,18560.43
4608,109192,Changed Mind,2023-03-24,20909.83
4609,118048,Defective Item,2024-05-03,147483.56
4610,37189,Defective Item,2023-06-17,22450.12
4611,164284,Defective Item,2025-09-18,24356.37
4612,134716,Damaged Product,2024-09-13,25108.7
4613,91665,Size Issue,2022-04-12,30970.51
4614,45248,Wrong Product,2025-03-12,5390.09
4615,117909,Changed Mind,2022-05-23,227670.68
4616,141658,Late Delivery,2022-04-30,95734.73
4617,178541,Defective Item,2025-03-24,38254.94
4618,142631,Damaged Product,2025-05-03,65061.21
4619,177566,Changed Mind,2025-12-06,22943.835
4620,16299,Late Delivery,2022-10-18,15500.65
4621,89124,Size Issue,2024-05-20,230310.13
4622,30963,Late Delivery,2023-02-15,23619.99
4623,176351,Late Delivery,2023-03-21,159121.45
4624,60029,Size Issue,2025-04-09,105901.44
4625,141109,Damaged Product,2025-08-02,600.69
4626,187275,,2023-06-15,90272.25
4627,172681,Damaged Product,2025-04-19,95740.26
4628,190536,Quality Issue,2022-07-23,41873.4
4629,71846,Defective Item,2022-04-07,32477.71
4630,123878,Quality Issue,2022-05-09,32519.62
4631,164905,Damaged Product,2024-05-21,97385.8
4632,68401,Late Delivery,2023-01-22,2014.43
4633,161233,Changed Mind,2025-03-09,59065.09
4634,149492,Late Delivery,2025-08-17,124034.17
4635,173146,Size Issue,2024-01-14,130667.5
4636,60500,Wrong Product,2024-10-10,21161.93
4637,147593,Late Delivery,2024-12-27,69092.06
4638,96016,Changed Mind,2022-11-05,72931.49
4639,165401,Changed Mind,2022-12-16,40912.5
4640,21238,Defective Item,2025-11-19,659.66
4641,152468,Changed Mind,2025-10-20,53370.45
4642,89906,Changed Mind,2025-11-27,32179.92
4643,66473,Late Delivery,2025-05-13,73131.51
4644,185203,Quality Issue,2023-10-25,42269.81
4645,16963,Quality Issue,2022-12-04,17292.73
4646,155263,Damaged Product,2025-03-07,86804.4
4647,27481,Defective Item,2022-05-28,16226.51
4648,16627,Late Delivery,2025-08-05,81087.66
4649,86962,Changed Mind,2025-04-19,79951.77
4650,151006,Changed Mind,2025-07-02,74965.34
4651,67954,Late Delivery,2022-12-13,40866.4
4652,179102,Quality Issue,2023-03-27,234249.25
4653,94751,Damaged Product,2025-04-08,17620.29
4654,22515,Defective Item,2024-08-01,30447.54
4655,98678,Damaged Product,2023-04-18,78568.91
4656,167010,Defective Item,2024-12-11,24654.3
4657,42821,Changed Mind,2025-10-27,35311.26
4658,129645,Changed Mind,2022-05-12,122901.63
4659,31039,Defective Item,2023-05-02,16095.51
4660,75236,Changed Mind,2023-11-03,20866.17
4661,23948,Size Issue,2024-05-04,32567.89
4662,40751,Changed Mind,2022-04-04,45438.89
4663,43371,Quality Issue,2024-02-04,166922.52
4664,10107,Size Issue,2023-05-16,77552.09
4665,146644,Late Delivery,2025-07-14,40620.43
4666,90878,Damaged Product,2023-02-24,169296.05
4667,69492,Size Issue,2024-12-31,125420.81
4668,168331,Damaged Product,2025-03-10,113353.8
4669,130129,Damaged Product,2022-09-29,25159.45
